1, 0, 1, 0, -1.12556
2, 0, 1, 0, -3.05114
3, 0, 0, 1, -1.64275
3, 0.544594, 8.84368e-15, 0.455406, -0.00199205
4, 0, 1, 0, -1.23803
4, 1.96e-07, 3.52451e-18, 1, -0.00386835
4, 0.001665, 1.05802e-15, 0.998335, -0.00318233
5, 0, 1, 0, -0.432252
5, 0.000578776, 6.25763e-13, 0.999421, -0.000231769
6, 0, 1, 0, -0.696488
6, 1.85002e-05, 4.53727e-16, 0.999982, -0.00648411
7, 0, 1, 0, -2.91943
8, 0, 1, 0, -1.81684
8, 1.93217e-05, 1.58897e-11, 0.999981, 0.0394651
8, 6.14096e-06, 2.07336e-12, 0.999994, 0.0340654
9, 0.965085, 0.00799422, 0.0269206, -0.342854
9, 4.80765e-08, 4.30615e-11, 1, -0.0826214
9, 2.13532e-05, 1.79678e-11, 0.999979, 0.0334239
10, 0, 1, 0, -2.26579
11, 1, 2.58184e-37, 8.4089e-25, -0.714743
12, 4.81826e-20, 1, 2.69108e-20, -1.61304
13, 0, 1, 0, -1.24447
13, 0.0398195, 1.28876e-11, 0.96018, -0.000810108
14, 0, 1, 0, -0.691418
15, 0, 1, 5.45474e-34, -2.68757
16, 0, 1, 0, -1.53358
16, 0.000322644, 3.62351e-16, 0.999677, 0.0544816
17, 0.962715, 0.0358891, 0.00139576, -0.435684
17, 0.0150601, 2.49836e-05, 0.984915, -0.0076145
17, 0.0181139, 2.39802e-08, 0.981886, 0.0524972
17, 1.2629e-06, 4.38303e-15, 0.999999, 0.0522169
18, 2.99006e-31, 1, 2.05861e-32, -0.075139
19, 0, 1, 1.69815e-31, -0.62199
19, 0.164755, 5.70426e-13, 0.835245, -0.000935838
19, 2.95219e-05, 7.08723e-11, 0.99997, 0.0309517
19, 2.54011e-05, 4.3929e-11, 0.999975, 0.0320236
20, 1, 3.34639e-09, 6.46087e-12, -1.54972
21, 2.27472e-19, 1, 5.41613e-20, -0.246107
23, 6.00961e-33, 1, 7.94262e-28, -0.763575
24, 0, 1, 0, -0.484048
24, 3.01476e-05, 7.27393e-11, 0.99997, 0.0546296
25, 0, 1, 0, -1.53179
26, 2.58072e-27, 1, 6.46865e-35, -0.835742
26, 5.01629e-05, 1.9889e-10, 0.99995, 0.0546517
27, 0, 5.66523e-08, 1, -2.04527
28, 0.987888, 6.84768e-06, 0.0121052, -0.591534
29, 5.98305e-34, 1, 0, -0.691762
30, 2.0107e-22, 1, 5.76277e-23, -1.36768
30, 4.37129e-05, 1.48162e-10, 0.999956, 0.0301032
31, 3.66489e-37, 1, 0, 16.4204
32, 3.49035e-33, 1, 0, -1.27021
33, 4.36747e-27, 1, 1.87229e-27, -0.57112
33, 2.68247e-05, 5.8507e-11, 0.999973, 0.0576597
34, 0, 1, 0, -0.892894
35, 0, 1, 0, -1.74094
36, 0, 1, 0, -1.01855
37, 0, 1, 0, -1.45756
38, 2.75703e-19, 1, 4.45876e-20, -1.84721
40, 0, 1, 0, -1.77637
41, 0, 1, 0, -0.990006
42, 0, 3.73049e-08, 1, -0.597434
42, 5.20265e-05, 7.57016e-11, 0.999948, 0.0448054
43, 0, 1, 3.84134e-21, -5.52506
44, 0, 1, 0, -2.51993
44, 0.00493984, 1.61471e-13, 0.99506, -0.000641524
44, 0.798094, 4.92891e-09, 0.201906, -0.000274417
45, 0.847504, 0.00457857, 0.147917, -0.55377
45, 0.0734389, 0.134724, 0.791837, -0.627553
45, 9.03852e-07, 7.85776e-10, 0.999999, 0.0217692
45, 2.19251e-05, 1.38689e-11, 0.999978, 0.0305159
46, 0.618644, 7.42329e-07, 0.381355, -0.926218
46, 0.0111841, 2.59942e-06, 0.988813, -0.00535518
47, 1.30745e-21, 1, 0, -1.424
47, 0.00016118, 4.29838e-11, 0.999839, -0.000339978
48, 3.16122e-13, 0.999689, 0.000311418, -0.629643
49, 0.723191, 3.16721e-05, 0.276777, -0.217173
49, 2.25087e-06, 1.55005e-18, 0.999998, -0.000349064
49, 2.1353e-05, 1.75913e-11, 0.999979, 0.0295529
50, 0.976222, 2.51136e-05, 0.023753, -1.44337
50, 9.69714e-05, 3.68033e-10, 0.999903, 0.0561853
50, 5.3362e-06, 1.33809e-07, 0.999995, -0.0213842
50, 0.0011022, 3.80997e-08, 0.998898, 0.00762358
51, 0.999944, 6.11984e-07, 5.51911e-05, -1.45808
51, 0.936226, 0.0114916, 0.0522823, -0.101787
52, 0, 1, 0, -0.98523
52, 2.41646e-05, 3.40875e-11, 0.999976, 0.0467527
53, 5.16467e-25, 1, 3.41689e-28, -1.28346
53, 6.25687e-05, 2.71551e-10, 0.999937, 0.042055
54, 0, 1, 0, -1.06805
54, 0.00352918, 9.04627e-14, 0.996471, 0.0254236
54, 0.000652313, 2.59467e-14, 0.999348, -3.62562e-05
54, 1.62841e-05, 1.12756e-12, 0.999984, 0.0390347
54, 0.000269731, 7.70749e-11, 0.99973, 0.0350168
54, 2.80761e-05, 6.64167e-11, 0.999972, 0.0352379
55, 0, 1, 0, -1.54062
56, 0, 1, 0, -0.58846
57, 0.999997, 1.68619e-07, 2.74609e-06, -1.43248
57, 0.000384157, 0.0101041, 0.989512, -0.0285459
58, 4.75132e-20, 6.70445e-15, 1, -2.01724
59, 0, 1, 0, -1.28686
59, 2.24662e-05, 2.50875e-11, 0.999978, 0.0418023
59, 2.6606e-05, 5.37155e-11, 0.999973, 0.0413258
60, 1.77407e-29, 1, 1.94574e-18, -2.04983
61, 0, 1, 0, -1.68807
61, 2.91609e-05, 7.01121e-11, 0.999971, 0.0561527
62, 0.936604, 0.0633835, 1.20533e-05, -1.35551
62, 3.30407e-06, 0.998012, 0.00198487, -0.0290238
63, 0, 1, 1.57639e-36, -0.153492
64, 9.19031e-05, 0.999908, 4.4345e-08, -2.35161
65, 0.936698, 0.00756755, 0.0557344, -0.199858
66, 0, 1, 0, -1.27041
67, 0, 1, 0, -1.22325
67, 5.18107e-07, 2.92045e-22, 1, -0.0068025
67, 3.17756e-05, 7.83756e-11, 0.999968, 0.0423873
68, 0, 1, 0, -0.365822
68, 0.000376239, 1.15613e-10, 0.999624, 0.0559596
69, 0.000988728, 0.997023, 0.00198786, -0.152137
70, 0, 1, 0, -0.770161
70, 0.000229823, 2.4273e-12, 0.99977, 0.058156
71, 0, 1, 0, -0.887021
72, 9.18227e-29, 1, 0, -0.621096
72, 0.00010989, 6.23673e-13, 0.99989, 0.0329112
73, 0, 1, 6.78262e-16, -1.13162
73, 0.00227546, 6.14759e-10, 0.997725, 0.00608981
74, 0.302918, 0.105065, 0.592017, -0.0758241
74, 0.99925, 1.40759e-06, 0.00074827, -0.038204
74, 6.16506e-05, 1.07556e-13, 0.999938, -0.00185001
75, 4.87163e-05, 9.99863e-09, 0.999951, -1.59963
75, 0.334847, 0.0245794, 0.640574, -0.432532
75, 4.17764e-06, 7.21269e-13, 0.999996, 0.036709
