1, 0, 1, 0, 0.0337089
2, 0, 1, 0, 0.0170662
3, 0, 0, 1, 0.00564913
3, 0.544594, 8.84368e-15, 0.455406, 0.00958743
4, 0, 1, 0, 0.0121327
4, 1.96e-07, 3.52451e-18, 1, 0.0313555
4, 0.001665, 1.05802e-15, 0.998335, 0.0159012
5, 0, 1, 0, 0.0357827
5, 0.000578776, 6.25763e-13, 0.999421, 0.0104457
6, 0, 1, 0, 0.0127591
6, 1.85002e-05, 4.53727e-16, 0.999982, 0.0152109
7, 0, 1, 0, 0.0107813
8, 0, 1, 0, 0.0234209
8, 1.93217e-05, 1.58897e-11, 0.999981, 0.0367011
8, 6.14096e-06, 2.07336e-12, 0.999994, 0.0187765
9, 0.965085, 0.00799422, 0.0269206, 0.00186719
9, 4.80765e-08, 4.30615e-11, 1, 0.00275221
9, 2.13532e-05, 1.79678e-11, 0.999979, 0.0311605
10, 0, 1, 0, 0.00797366
11, 1, 2.58184e-37, 8.4089e-25, 0.00431134
12, 4.81826e-20, 1, 2.69108e-20, 0.00547837
13, 0, 1, 0, 0.0285217
13, 0.0398195, 1.28876e-11, 0.96018, 0.00694507
14, 0, 1, 0, 0.0326554
15, 0, 1, 5.45474e-34, 0.0495391
16, 0, 1, 0, 0.0148659
16, 0.000322644, 3.62351e-16, 0.999677, 0.0476616
17, 0.962715, 0.0358891, 0.00139576, 0.00174499
17, 0.0150601, 2.49836e-05, 0.984915, 0.00582859
17, 0.0181139, 2.39802e-08, 0.981886, 0.0405553
17, 1.2629e-06, 4.38303e-15, 0.999999, 0.0234466
18, 2.99006e-31, 1, 2.05861e-32, 0.0436828
19, 0, 1, 1.69815e-31, 0.00523609
19, 0.164755, 5.70426e-13, 0.835245, 0.0118058
19, 2.95219e-05, 7.08723e-11, 0.99997, 0.0287284
19, 2.54011e-05, 4.3929e-11, 0.999975, 0.0299559
20, 1, 3.34639e-09, 6.46087e-12, 0.00413508
21, 2.27472e-19, 1, 5.41613e-20, 0.0388118
23, 6.00961e-33, 1, 7.94262e-28, 0.0297674
24, 0, 1, 0, 0.0185663
24, 3.01476e-05, 7.27393e-11, 0.99997, 0.0335323
25, 0, 1, 0, 0.012248
26, 2.58072e-27, 1, 6.46865e-35, 0.0394416
26, 5.01629e-05, 1.9889e-10, 0.99995, 0.0488694
27, 0, 5.66523e-08, 1, 0.020963
28, 0.987888, 6.84768e-06, 0.0121052, 0.00266883
29, 5.98305e-34, 1, 0, 0.0349982
30, 2.0107e-22, 1, 5.76277e-23, 0.0335973
30, 4.37129e-05, 1.48162e-10, 0.999956, 0.0279242
31, 3.66489e-37, 1, 0, 0.0416337
32, 3.49035e-33, 1, 0, 0.0227625
33, 4.36747e-27, 1, 1.87229e-27, 0.0409196
33, 2.68247e-05, 5.8507e-11, 0.999973, 0.0377275
34, 0, 1, 0, 0.048385
35, 0, 1, 0, 0.00764093
36, 0, 1, 0, 0.0234746
37, 0, 1, 0, 0.0180096
38, 2.75703e-19, 1, 4.45876e-20, 0.00466711
40, 0, 1, 0, 0.0238684
41, 0, 1, 0, 0.0473055
42, 0, 3.73049e-08, 1, 0.0111687
42, 5.20265e-05, 7.57016e-11, 0.999948, 0.0271357
43, 0, 1, 3.84134e-21, 0.0298583
44, 0, 1, 0, 0.0145379
44, 0.00493984, 1.61471e-13, 0.99506, 0.0135071
44, 0.798094, 4.92891e-09, 0.201906, 0.0195678
45, 0.847504, 0.00457857, 0.147917, 0.00131904
45, 0.0734389, 0.134724, 0.791837, 0.000460871
45, 9.03852e-07, 7.85776e-10, 0.999999, 0.0285175
45, 2.19251e-05, 1.38689e-11, 0.999978, 0.0287291
46, 0.618644, 7.42329e-07, 0.381355, 0.00134704
46, 0.0111841, 2.59942e-06, 0.988813, 0.0399878
47, 1.30745e-21, 1, 0, 0.00726235
47, 0.00016118, 4.29838e-11, 0.999839, 0.00844662
48, 3.16122e-13, 0.999689, 0.000311418, 0.0155256
49, 0.723191, 3.16721e-05, 0.276777, 0.00111067
49, 2.25087e-06, 1.55005e-18, 0.999998, 0.0176049
49, 2.1353e-05, 1.75913e-11, 0.999979, 0.0279266
50, 0.976222, 2.51136e-05, 0.023753, 0.0014633
50, 9.69714e-05, 3.68033e-10, 0.999903, 0.0331147
50, 5.3362e-06, 1.33809e-07, 0.999995, 0.0111808
50, 0.0011022, 3.80997e-08, 0.998898, 0.0135496
51, 0.999944, 6.11984e-07, 5.51911e-05, 0.00184708
51, 0.936226, 0.0114916, 0.0522823, 0.00222966
52, 0, 1, 0, 0.0142853
52, 2.41646e-05, 3.40875e-11, 0.999976, 0.0257468
53, 5.16467e-25, 1, 3.41689e-28, 0.0132841
53, 6.25687e-05, 2.71551e-10, 0.999937, 0.0389064
54, 0, 1, 0, 0.022253
54, 0.00352918, 9.04627e-14, 0.996471, 0.0405614
54, 0.000652313, 2.59467e-14, 0.999348, 0.00747724
54, 1.62841e-05, 1.12756e-12, 0.999984, 0.00530138
54, 0.000269731, 7.70749e-11, 0.99973, 0.0121135
54, 2.80761e-05, 6.64167e-11, 0.999972, 0.0150269
55, 0, 1, 0, 0.0157245
56, 0, 1, 0, 0.0309945
57, 0.999997, 1.68619e-07, 2.74609e-06, 0.00159179
57, 0.000384157, 0.0101041, 0.989512, 0.016612
58, 4.75132e-20, 6.70445e-15, 1, 0.0272859
59, 0, 1, 0, 0.0248738
59, 2.24662e-05, 2.50875e-11, 0.999978, 0.0381167
59, 2.6606e-05, 5.37155e-11, 0.999973, 0.0377167
60, 1.77407e-29, 1, 1.94574e-18, 0.00582146
61, 0, 1, 0, 0.0203128
61, 2.91609e-05, 7.01121e-11, 0.999971, 0.0492996
62, 0.936604, 0.0633835, 1.20533e-05, 0.00148621
62, 3.30407e-06, 0.998012, 0.00198487, 0.0190496
63, 0, 1, 1.57639e-36, 0.0348321
64, 9.19031e-05, 0.999908, 4.4345e-08, 0.00430493
65, 0.936698, 0.00756755, 0.0557344, 0.00114355
66, 0, 1, 0, 0.0338704
67, 0, 1, 0, 0.0101944
67, 5.18107e-07, 2.92045e-22, 1, 0.0418071
67, 3.17756e-05, 7.83756e-11, 0.999968, 0.0210758
68, 0, 1, 0, 0.0386329
68, 0.000376239, 1.15613e-10, 0.999624, 0.0349169
69, 0.000988728, 0.997023, 0.00198786, 0.0115025
70, 0, 1, 0, 0.0247453
70, 0.000229823, 2.4273e-12, 0.99977, 0.0161729
71, 0, 1, 0, 0.0137693
72, 9.18227e-29, 1, 0, 0.0294978
72, 0.00010989, 6.23673e-13, 0.99989, 0.00801738
73, 0, 1, 6.78262e-16, 0.0384631
73, 0.00227546, 6.14759e-10, 0.997725, 0.00834159
74, 0.302918, 0.105065, 0.592017, 0.0011851
74, 0.99925, 1.40759e-06, 0.00074827, 0.0163563
74, 6.16506e-05, 1.07556e-13, 0.999938, 0.01315
75, 4.87163e-05, 9.99863e-09, 0.999951, 0.00127186
75, 0.334847, 0.0245794, 0.640574, 0.00113732
75, 4.17764e-06, 7.21269e-13, 0.999996, 0.0130328
76, 1.22244e-26, 1, 4.24372e-11, 0.0243421
76, 3.908e-05, 1.12501e-10, 0.999961, 0.0480389
77, 1.16708e-05, 0.999988, 7.91189e-12, 0.00593223
78, 0, 1, 6.45838e-18, 0.0241945
78, 2.6705e-05, 5.68408e-11, 0.999973, 0.0484597
79, 0, 1, 0, 0.0085009
80, 0, 1, 0, 0.039595
81, 0, 1, 0, 0.0229801
82, 2.25533e-36, 1, 0, 0.0242339
83, 0, 1, 0, 0.00926632
83, 1.27838e-06, 6.73148e-15, 0.999999, 0.0097997
83, 6.61712e-05, 2.92127e-10, 0.999934, 0.0111341
83, 2.17784e-05, 2.04029e-11, 0.999978, 0.00915436
84, 0, 1, 0, 0.0140679
84, 0.000670725, 1.99153e-08, 0.999329, 0.0103003
85, 0.000178449, 0.969186, 0.0306352, 0.00112462
85, 0.000149309, 9.18776e-15, 0.999851, 0.0185527
85, 9.22634e-05, 2.9946e-07, 0.999907, 0.0186476
85, 3.54506e-05, 9.35648e-11, 0.999965, 0.015999
86, 4.19053e-14, 2.00412e-32, 1, 0.0323011
86, 2.83599e-05, 4.22335e-12, 0.999972, 0.00255219
87, 0, 1, 0, 0.0334159
87, 3.13249e-05, 7.67462e-11, 0.999969, 0.0459538
88, 0, 1, 0, 0.0323858
88, 2.37561e-05, 3.48399e-13, 0.999976, 0.0382547
89, 0, 1, 0, 0.00781267
90, 0.00297742, 3.10644e-05, 0.996992, 0.00334801
90, 0.00170702, 1.6232e-16, 0.998293, 0.0157116
90, 0.000995196, 0.608163, 0.390842, 0.0030947
91, 0, 1, 0, 0.0142558
92, 0, 1, 0, 0.0260867
93, 0, 1, 0, 0.0203748
94, 0.932123, 4.89766e-06, 0.0678718, 0.00182682
94, 2.18801e-05, 1.42748e-11, 0.999978, 0.0140555
94, 0.719573, 2.67272e-10, 0.280427, 0.0088284
94, 9.63129e-05, 5.49227e-10, 0.999904, 0.0130624
95, 0, 1, 0, 0.0133669
96, 0, 1, 0, 0.0241525
96, 0.000248211, 2.58958e-09, 0.999752, 0.0246003
97, 0.00250423, 0.997459, 3.69798e-05, 0.0022593
98, 0.374227, 0.000749775, 0.625023, 0.00152133
98, 0.994185, 0.00100772, 0.00480763, 0.00406095
98, 0.000674023, 2.85737e-09, 0.999326, 0.0315777
99, 0, 1, 0, 0.0182616
100, 3.32147e-34, 1, 8.49133e-23, 0.0343824
101, 0.00109534, 1.41816e-08, 0.998905, 0.00119928
101, 2.10765e-07, 0.999993, 6.95224e-06, 0.00340885
102, 0, 1, 0, 0.0245652
102, 4.61863e-05, 1.64381e-10, 0.999954, 0.0397446
103, 0, 1, 0, 0.0226623
103, 5.01285e-05, 1.98544e-10, 0.99995, 0.0478446
104, 0, 1, 0, 0.0258287
105, 0, 1, 0, 0.0308783
106, 0.999921, 4.58267e-06, 7.42673e-05, 0.00212507
106, 0.000155189, 2.227e-19, 0.999845, 0.0116132
106, 0.000341187, 6.45014e-10, 0.999659, 0.0194366
106, 4.6244e-05, 8.14853e-12, 0.999954, 0.0136175
107, 0.00435862, 0.000961438, 0.99468, 0.00511684
108, 0.966626, 0.000352934, 0.0330207, 0.00270862
108, 3.02098e-09, 0.999999, 7.25948e-07, 0.00910679
109, 0, 1, 0, 0.0135312
110, 4.37206e-07, 4.6319e-14, 1, 0.00243637
111, 0.00223316, 0.997765, 1.77444e-06, 0.00161741
111, 0.0109171, 0.979006, 0.0100773, 0.00485395
111, 0.12267, 5.93508e-05, 0.877271, 0.0098878
111, 2.78508e-05, 6.52627e-11, 0.999972, 0.0327654
112, 0.999716, 0.000263634, 2.01449e-05, 0.00171486
112, 0.000110106, 1.72669e-13, 0.99989, 0.00885018
112, 1.34274e-06, 9.02676e-10, 0.999999, 0.00935847
113, 6.47124e-09, 0.711573, 0.288427, 0.00434026
113, 0.000219226, 8.72923e-09, 0.999781, 0.0065425
114, 0, 1, 0, 0.0192083
115, 0.0258901, 0.904236, 0.0698736, 0.00214516
115, 0.431797, 0.561571, 0.00663208, 0.00131167
115, 0.878955, 3.39164e-14, 0.121045, 0.0299571
115, 2.3305e-05, 2.88205e-11, 0.999977, 0.0185832
115, 0.00242213, 3.24875e-19, 0.997578, 0.0175586
116, 1.54198e-13, 1, 1.07421e-11, 0.03393
117, 8.63083e-18, 1, 2.05944e-34, 0.00497834
118, 0.978549, 0.0214309, 1.96796e-05, 0.00247121
118, 0.00865957, 5.38824e-06, 0.991335, 0.0046685
119, 0.000129956, 5.03542e-11, 0.99987, 0.00197748
120, 0.999997, 6.25923e-10, 2.86791e-06, 0.00293733
120, 0.785959, 0.00704399, 0.206997, 0.0043274
121, 0, 1, 0, 0.0331062
121, 3.73373e-05, 8.6508e-11, 0.999963, 0.0261952
121, 0.000649777, 0.00545529, 0.993895, 0.0368256
122, 0, 1, 0, 0.0298323
123, 0.980444, 0.0194755, 8.07115e-05, 0.00400671
124, 0, 1, 1.36986e-27, 0.0235754
125, 0.345008, 0.424109, 0.230883, 0.0016803
125, 0.794521, 0.0176297, 0.187849, 0.00304973
126, 0.607126, 0.00032181, 0.392552, 0.00264455
127, 0, 1, 1.35079e-38, 0.0444731
128, 5.27976e-08, 1, 3.83728e-07, 0.00356774
129, 0, 0.987446, 0.0125543, 0.0358531
130, 5.61281e-32, 1, 2.88676e-35, 0.0450331
131, 0.000128777, 0.99987, 1.51885e-06, 0.00191163
132, 0, 1, 0, 0.0240734
132, 0.00035154, 2.04686e-15, 0.999648, 0.0138356
133, 0, 1, 0, 0.00822129
134, 1.10543e-31, 1, 0, 0.029188
135, 0.997523, 0.00122007, 0.00125688, 0.000913441
135, 0.807244, 0.0605422, 0.132214, 0.00164279
135, 0.0042526, 1.02165e-08, 0.995747, 0.0160018
136, 0, 1, 0, 0.0261219
136, 0.00290836, 9.60572e-12, 0.997092, 0.0107544
137, 0, 1, 0, 0.0338962
138, 0, 1, 0, 0.0162897
138, 0.0586076, 1.27876e-11, 0.941392, 0.0405041
139, 3.58752e-31, 1, 4.91477e-21, 0.0383371
140, 1, 7.42019e-10, 0, -1.55585e-05
141, 0.903271, 0.00954389, 0.0871848, 0.00205684
142, 1.33128e-07, 1, 8.83046e-09, 0.00343978
143, 0.999999, 1.11829e-25, 7.49916e-07, 0.00264199
143, 5.76385e-05, 2.47534e-10, 0.999942, 0.0160028
144, 0, 1, 0, 0.0401247
145, 0, 1, 0, 0.0272081
146, 0, 1, 0, 0.0110524
147, 0, 1, 0, 0.0291969
148, 3.91312e-23, 1, 3.24545e-30, 0.0225577
148, 5.1038e-05, 2.07417e-10, 0.999949, 0.015008
148, 2.87957e-05, 6.91491e-11, 0.999971, 0.0106683
149, 0.999818, 6.43289e-07, 0.000181319, 0.0032542
150, 0, 1, 0, 0.0307896
150, 5.22764e-05, 2.16993e-10, 0.999948, 0.0496669
151, 0.980759, 0.000846928, 0.0183938, 0.00272562
152, 6.06505e-07, 0.999999, 5.39875e-18, 0.0248708
152, 8.73726e-05, 4.62333e-10, 0.999913, 0.0387707
154, 8.89871e-13, 1, 3.06953e-07, 0.00508517
154, 0.315535, 1.42341e-13, 0.684465, 0.0137621
155, 0, 1, 0, 0.0429586
156, 1.06764e-24, 1, 7.83141e-32, 0.0380383
157, 0, 1, 0, 0.0187764
158, 0.998323, 1.05826e-06, 0.00167623, 0.00109128
158, 0.100852, 0.222809, 0.676339, 0.00370332
158, 4.16989e-05, 1.31951e-10, 0.999958, 0.0442853
159, 7.10742e-38, 1, 1.97964e-35, 0.0454295
160, 2.82902e-16, 1, 1.35872e-09, 0.0364763
160, 3.55055e-05, 7.17826e-17, 0.999964, 0.0281309
161, 3.08376e-11, 1.59581e-05, 0.999984, 0.00517159
161, 0.959171, 1.46189e-07, 0.0408291, 0.0153047
161, 0.00122642, 3.99269e-08, 0.998774, 0.0303559
162, 0.495285, 2.76114e-08, 0.504715, 0.00196216
162, 0.33908, 0.0019667, 0.658954, 0.00129599
163, 0, 1, 6.78086e-23, 0.0205858
164, 2.11744e-05, 0.999977, 1.88868e-06, 0.0167958
166, 0, 1, 0, 0.0228456
